Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),QF,H2O (mmol/mol),xCO2  Air (wet) (umol/mol),QF,H2O (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),% O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,12:17,585.7,2,10.28,388,2,9.24,1014.4,27.2,99.72,26.234,35.295,591.7,391.6,571.1,377.9,193.2,572.9,379.1,193.8
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,15:17,546.2,2,10.19,387.7,2,9.23,1014.1,26.9,97.2,26.357,35.304,551.8,391.3,532.3,377.5,154.8,534,378.7,155.3
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,18:17,527.8,2,10.57,387.2,2,9.39,1015.1,26.7,95.85,25.575,35.211,533.4,390.8,515.8,377.9,137.9,517.5,379.1,138.3
CRIMP2_158W_21N,21.458,-157.798,6/17/2010,21:17,417.7,2,10.88,386.7,2,9.43,1014.6,27.1,97.88,25.735,35.163,422.3,390.4,408,377.2,30.8,409.3,378.4,30.9
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,0:17,303.8,2,11.16,387,2,9.48,1013.8,27.6,101.9,26.766,35.152,307.3,390.7,296,376.4,-80.4,297,377.6,-80.6
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,3:17,276.6,2,11.28,389,2,9.89,1013.1,27.8,104.72,27.123,35.165,279.7,392.9,269.2,378,-108.9,270,379.2,-109.2
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,6:17,390,2,10.34,387,2,9.6,1014,27.6,103.13,26.165,35.192,394.1,390.7,380.3,377,3.3,381.5,378.2,3.3
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,9:17,438.6,2,10.33,387.2,2,9.72,1014.4,27.1,101.41,25.982,35.226,443.2,391,427.9,377.5,50.4,429.3,378.7,50.6
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,12:17,470.8,2,9.95,388,2,9.49,1013,26.7,98.99,25.971,35.221,475.5,391.7,458.5,377.7,80.8,459.9,378.9,81.1
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,15:17,572.3,2,9.44,388.3,2,9.23,1013.3,26.3,96.61,25.014,35.099,577.8,391.9,558.3,378.7,179.6,560.1,379.9,180.2
CRIMP2_158W_21N,21.458,-157.798,6/18/2010,18:17,589.3,2,9.62,389.1,2,8.89,1014.3,25.7,95.33,24.987,35.058,595.1,392.6,575.6,379.8,195.8,577.4,381,196.4
